saat,gun_tipi,sicaklik,yagis,gorus_mesafesi,trafik_yogunlugu,hiz_limiti,ortalama_hiz,kavsak_yogunlugu,yol_tipi,zemin_durumu,isiklandirma,is_cikisi_saati,risk_score,kaza,suggestions
11,hafta_sonu,8.4,yok,1321,4,110,59.6,8,sehir_ici,kuru,yeterli,0,0.0979,0,kavsakta_dikkat
20,hafta_ici,17.7,hafif,724,8,30,12.7,6,sehir_ici,islak,yeterli,0,0.8044,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;takip_mesafesini_artir"
0,hafta_ici,18.0,hafif,631,2,110,95.8,2,kirsal,kuru,yeterli,0,0.5903,1,farlari_ac
0,hafta_ici,4.3,hafif,825,8,90,35.7,4,sehir_ici,kuru,yeterli,0,0.5922,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
14,hafta_ici,13.3,yok,1324,1,90,66.6,1,sehir_ici,kuru,yeterli,0,0.0468,0,normal_surec
1,hafta_sonu,29.9,yok,900,10,90,36.8,7,sehir_ici,kuru,yeterli,0,0.456,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
21,hafta_sonu,0.3,yok,1074,1,70,46.7,8,sehir_ici,kuru,yeterli,0,0.1625,0,farlari_ac;kavsakta_dikkat
15,hafta_ici,29.9,siddetli,271,3,70,47.7,10,sehir_ici,kuru,yeterli,0,0.9484,1,hizini_azalt;sis_farlarini_ac;kavsakta_dikkat
7,resmi_tatil,12.6,yok,973,5,110,57.9,2,sehir_ici,kuru,yeterli,0,0.2133,0,normal_surec
12,hafta_ici,-8.4,yok,1340,6,70,29.8,10,sehir_ici,kuru,yeterli,0,0.1242,0,kavsakta_dikkat
20,hafta_ici,1.3,yok,954,4,90,47.9,5,sehir_ici,kuru,yeterli,0,0.2442,0,farlari_ac
0,hafta_ici,5.4,hafif,509,7,30,15.0,8,sehir_ici,kuru,yeterli,0,0.8448,1,farlari_ac;kavsakta_dikkat
15,hafta_ici,8.8,yok,222,7,110,44.7,8,sehir_ici,kuru,yetersiz,0,0.9467,1,sis_farlarini_ac;farlari_ac;kavsakta_dikkat
6,hafta_ici,14.0,yok,760,2,70,62.6,5,kirsal,kuru,yeterli,0,0.357,0,normal_surec
4,resmi_tatil,-12.0,siddetli,151,2,90,83.1,8,kirsal,kuru,yeterli,0,0.9582,1,hizini_azalt;sis_farlarini_ac;farlari_ac;hizini_dusur;kavsakta_dikkat
21,hafta_ici,16.9,hafif,592,2,50,45.1,6,sehir_ici,islak,yeterli,0,0.7905,1,farlari_ac;hizini_dusur;takip_mesafesini_artir
22,hafta_sonu,4.4,yok,623,2,120,106.6,5,kirsal,kuru,yeterli,0,0.4746,0,farlari_ac
2,hafta_ici,28.9,yok,1182,9,70,17.2,4,sehir_ici,kuru,yeterli,0,0.1781,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
11,hafta_ici,12.3,hafif,799,5,90,48.2,5,sehir_ici,karlı,yetersiz,0,0.883,1,farlari_ac;takip_mesafesini_artir
15,hafta_ici,24.4,hafif,594,8,90,31.2,4,sehir_ici,islak,yeterli,0,0.8482,1,"saglam_sabit_hareket,serit_degisiminden_kacin;takip_mesafesini_artir"
18,hafta_ici,26.1,yok,704,5,110,86.1,1,otoyol,buzlu,yeterli,1,0.8032,1,takip_mesafesini_artir
4,hafta_ici,25.8,yok,1085,5,70,33.4,3,sehir_ici,kuru,yeterli,0,0.1623,0,farlari_ac
21,hafta_sonu,9.3,yok,1568,1,110,77.1,8,sehir_ici,kuru,yeterli,0,0.0325,0,farlari_ac;kavsakta_dikkat
13,hafta_ici,9.2,hafif,884,6,70,35.8,7,sehir_ici,kuru,yeterli,0,0.5458,0,normal_surec
4,hafta_ici,12.8,yok,578,4,70,41.7,7,sehir_ici,kuru,yetersiz,0,0.7777,1,farlari_ac
14,hafta_ici,21.4,yok,567,3,90,61.6,3,sehir_ici,buzlu,yeterli,0,0.7959,0,takip_mesafesini_artir
16,hafta_ici,9.9,yok,490,6,110,54.7,9,sehir_ici,kuru,yetersiz,0,0.8703,1,farlari_ac;kavsakta_dikkat
13,hafta_ici,13.8,hafif,395,2,90,70.5,6,sehir_ici,islak,yeterli,0,0.8817,1,takip_mesafesini_artir
19,hafta_ici,17.7,yok,1075,8,110,43.3,8,sehir_ici,kuru,yeterli,1,0.3777,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;kavsakta_dikkat"
4,hafta_ici,6.0,yok,832,1,70,55.5,8,sehir_ici,kuru,yeterli,0,0.3196,0,farlari_ac;kavsakta_dikkat
11,hafta_ici,5.3,yok,748,9,120,36.9,3,sehir_ici,islak,yetersiz,0,0.7988,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;takip_mesafesini_artir"
15,hafta_ici,13.4,yok,1311,8,50,28.5,4,sehir_ici,islak,yeterli,0,0.1819,0,"saglam_sabit_hareket,serit_degisiminden_kacin;takip_mesafesini_artir"
15,hafta_ici,14.7,yok,1159,1,90,61.3,6,sehir_ici,buzlu,yeterli,0,0.3214,0,takip_mesafesini_artir
20,hafta_ici,19.3,hafif,293,10,90,32.6,2,sehir_ici,islak,yeterli,0,0.9461,1,"sis_farlarini_ac;saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;takip_mesafesini_artir"
6,hafta_ici,21.7,yok,1294,9,90,44.4,7,kirsal,kuru,yeterli,0,0.1583,0,"saglam_sabit_hareket,serit_degisiminden_kacin"
3,hafta_sonu,4.0,siddetli,287,2,70,46.1,2,sehir_ici,kuru,yeterli,0,0.898,1,hizini_azalt;sis_farlarini_ac;farlari_ac
0,hafta_ici,6.9,yok,1158,3,90,62.1,5,sehir_ici,islak,yeterli,0,0.1977,0,farlari_ac;takip_mesafesini_artir
4,hafta_ici,5.3,yok,828,2,50,32.6,4,sehir_ici,kuru,yeterli,0,0.28,0,farlari_ac
22,hafta_ici,29.1,yok,943,8,70,42.3,9,otoyol,kuru,yeterli,0,0.4096,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;kavsakta_dikkat"
9,resmi_tatil,13.8,yok,408,2,50,34.6,2,sehir_ici,kuru,yetersiz,0,0.7867,1,farlari_ac
21,hafta_ici,15.2,yok,1260,10,90,23.3,7,sehir_ici,kuru,yetersiz,0,0.3556,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
4,hafta_ici,15.6,hafif,420,2,50,45.9,7,otoyol,kuru,yeterli,0,0.8147,1,farlari_ac;hizini_dusur
3,hafta_sonu,7.8,hafif,443,1,50,35.2,7,sehir_ici,kuru,yeterli,0,0.778,1,farlari_ac
1,hafta_ici,30.6,yok,734,7,50,18.8,1,sehir_ici,kuru,yeterli,0,0.4161,1,farlari_ac
19,hafta_ici,19.1,siddetli,385,2,70,63.2,8,otoyol,kuru,yeterli,1,0.9394,1,hizini_azalt;farlari_ac;hizini_dusur;kavsakta_dikkat
9,hafta_ici,15.4,yok,799,10,110,32.8,2,sehir_ici,islak,yeterli,0,0.5845,1,"saglam_sabit_hareket,serit_degisiminden_kacin;takip_mesafesini_artir"
18,hafta_ici,3.9,hafif,769,5,120,71.3,5,kirsal,kuru,yeterli,1,0.6907,1,normal_surec
0,resmi_tatil,3.4,yok,992,5,50,37.3,2,kirsal,islak,yeterli,0,0.3101,0,farlari_ac;takip_mesafesini_artir
23,hafta_sonu,11.9,yok,751,3,90,77.8,5,otoyol,kuru,yeterli,0,0.3882,1,farlari_ac
4,hafta_ici,8.0,hafif,418,3,90,61.9,7,sehir_ici,karlı,yeterli,0,0.9201,1,farlari_ac;takip_mesafesini_artir
12,hafta_ici,4.3,yok,811,3,90,67.9,6,kirsal,kuru,yeterli,0,0.3505,0,normal_surec
3,hafta_ici,11.3,yok,977,6,90,51.9,5,otoyol,kuru,yeterli,0,0.2709,0,farlari_ac
15,hafta_ici,12.8,yok,1180,4,70,40.2,4,sehir_ici,islak,yeterli,0,0.1879,1,takip_mesafesini_artir
23,hafta_sonu,16.4,yok,858,3,90,51.0,8,sehir_ici,islak,yeterli,0,0.4648,0,farlari_ac;takip_mesafesini_artir;kavsakta_dikkat
15,hafta_ici,10.0,hafif,508,2,70,56.1,8,kirsal,kuru,yeterli,0,0.7717,0,kavsakta_dikkat
22,hafta_ici,4.9,yok,735,3,50,39.1,1,kirsal,buzlu,yeterli,0,0.6542,0,farlari_ac;takip_mesafesini_artir
1,hafta_sonu,5.3,hafif,385,4,90,48.6,10,sehir_ici,kuru,yeterli,0,0.8771,1,farlari_ac;kavsakta_dikkat
16,hafta_ici,27.1,yok,616,6,90,36.9,2,sehir_ici,karlı,yeterli,0,0.7194,1,takip_mesafesini_artir
19,hafta_ici,2.5,yok,1296,4,70,34.1,3,sehir_ici,kuru,yeterli,1,0.1138,1,farlari_ac
23,hafta_ici,18.6,hafif,504,8,90,45.0,1,otoyol,kuru,yeterli,0,0.7893,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
11,resmi_tatil,20.2,yok,867,3,110,59.5,3,sehir_ici,kuru,yeterli,0,0.2559,1,normal_surec
17,hafta_ici,13.8,siddetli,200,3,110,59.4,10,sehir_ici,kuru,yeterli,1,0.973,1,hizini_azalt;sis_farlarini_ac;kavsakta_dikkat
2,hafta_ici,32.7,yok,904,3,90,74.5,8,otoyol,kuru,yeterli,0,0.3117,1,farlari_ac;kavsakta_dikkat
0,hafta_ici,20.0,yok,1111,8,90,41.1,4,sehir_ici,kuru,yeterli,0,0.2065,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
0,hafta_ici,33.4,yok,853,4,90,72.1,7,kirsal,kuru,yeterli,0,0.3589,0,farlari_ac
18,hafta_sonu,8.5,yok,1054,1,70,72.6,7,otoyol,kuru,yeterli,1,0.2444,0,hizini_dusur
10,hafta_sonu,8.7,yok,1425,2,50,23.6,5,sehir_ici,kuru,yeterli,0,0.0461,0,normal_surec
4,hafta_ici,20.3,hafif,452,10,70,12.6,1,sehir_ici,islak,yeterli,0,0.8999,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;takip_mesafesini_artir"
11,hafta_ici,12.4,yok,868,2,90,58.9,10,sehir_ici,kuru,yeterli,0,0.3409,1,kavsakta_dikkat
2,hafta_ici,31.9,yok,1192,3,90,58.8,4,sehir_ici,islak,yeterli,0,0.1681,1,farlari_ac;takip_mesafesini_artir
0,hafta_ici,18.4,yok,1449,6,120,79.2,7,kirsal,karlı,yeterli,0,0.1648,0,farlari_ac;takip_mesafesini_artir
0,hafta_ici,4.6,yok,627,8,110,34.3,5,sehir_ici,kuru,yeterli,0,0.604,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
7,hafta_sonu,-2.4,yok,489,1,50,40.7,2,sehir_ici,buzlu,yeterli,0,0.7984,1,takip_mesafesini_artir
9,hafta_ici,14.2,hafif,599,9,50,21.8,8,otoyol,kuru,yeterli,0,0.8287,1,"saglam_sabit_hareket,serit_degisiminden_kacin;kavsakta_dikkat"
10,hafta_ici,14.1,hafif,581,1,50,38.9,2,sehir_ici,kuru,yeterli,0,0.6034,0,normal_surec
11,hafta_ici,18.1,hafif,726,10,110,27.8,8,sehir_ici,kuru,yeterli,0,0.7682,1,"saglam_sabit_hareket,serit_degisiminden_kacin;kavsakta_dikkat"
12,hafta_sonu,27.1,hafif,698,2,110,64.1,2,sehir_ici,kuru,yeterli,0,0.5188,0,normal_surec
11,hafta_sonu,25.8,yok,989,3,120,77.0,5,sehir_ici,islak,yeterli,0,0.3084,0,takip_mesafesini_artir
13,hafta_sonu,9.2,hafif,788,7,90,53.6,4,otoyol,kuru,yetersiz,0,0.7898,1,farlari_ac
1,hafta_ici,2.1,yok,795,9,110,42.5,1,kirsal,kuru,yeterli,0,0.4157,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
18,hafta_ici,2.7,yok,1063,3,90,70.8,8,otoyol,kuru,yeterli,1,0.2848,1,kavsakta_dikkat
17,hafta_sonu,7.6,yok,635,8,110,59.2,10,kirsal,kuru,yetersiz,1,0.8933,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;kavsakta_dikkat"
2,hafta_ici,11.3,yok,987,9,110,37.0,3,sehir_ici,kuru,yeterli,0,0.291,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
22,hafta_ici,18.1,hafif,336,10,90,27.7,4,sehir_ici,kuru,yeterli,0,0.9098,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
16,hafta_sonu,7.0,yok,665,7,90,35.2,4,sehir_ici,islak,yetersiz,0,0.8245,1,farlari_ac;takip_mesafesini_artir
7,hafta_sonu,17.8,hafif,907,4,110,90.7,5,otoyol,islak,yeterli,0,0.5831,1,takip_mesafesini_artir
9,hafta_ici,18.6,yok,452,4,70,38.6,3,sehir_ici,kuru,yeterli,0,0.6267,0,normal_surec
1,hafta_ici,16.4,yok,935,4,50,16.2,9,sehir_ici,kuru,yeterli,0,0.307,1,farlari_ac;kavsakta_dikkat
18,hafta_ici,3.7,hafif,748,6,30,19.5,4,otoyol,kuru,yetersiz,1,0.8598,1,farlari_ac
8,hafta_ici,19.7,yok,1666,4,90,53.4,10,sehir_ici,kuru,yeterli,0,0.0357,0,kavsakta_dikkat
6,hafta_ici,35.8,yok,1053,5,90,64.2,4,otoyol,islak,yeterli,0,0.2931,0,takip_mesafesini_artir
3,hafta_sonu,17.5,yok,1070,9,50,14.2,6,sehir_ici,kuru,yetersiz,0,0.4771,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
20,hafta_sonu,-14.5,yok,1011,7,70,19.6,8,sehir_ici,kuru,yeterli,0,0.3008,0,farlari_ac;kavsakta_dikkat
17,hafta_sonu,27.4,yok,1317,8,70,22.9,7,sehir_ici,karlı,yeterli,1,0.3649,1,"saglam_sabit_hareket,serit_degisiminden_kacin;takip_mesafesini_artir"
12,hafta_ici,8.0,yok,1129,5,90,43.4,4,sehir_ici,islak,yeterli,0,0.2329,0,takip_mesafesini_artir
10,hafta_sonu,37.7,siddetli,206,5,70,32.6,4,sehir_ici,kuru,yeterli,0,0.9474,1,hizini_azalt;sis_farlarini_ac
23,hafta_sonu,16.2,hafif,800,7,50,24.1,5,sehir_ici,kuru,yeterli,0,0.6087,0,farlari_ac
3,hafta_ici,-1.8,hafif,516,8,50,17.0,10,sehir_ici,kuru,yeterli,0,0.8688,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;kavsakta_dikkat"
20,hafta_sonu,-5.6,hafif,312,9,50,23.2,5,sehir_ici,kuru,yeterli,0,0.916,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
3,hafta_sonu,30.4,yok,521,2,110,96.4,1,kirsal,kuru,yetersiz,0,0.7036,1,farlari_ac
9,hafta_ici,26.1,yok,939,3,70,48.5,8,sehir_ici,kuru,yeterli,0,0.2807,1,kavsakta_dikkat
4,hafta_ici,37.3,yok,1030,2,110,72.9,10,sehir_ici,islak,yeterli,0,0.3317,1,farlari_ac;takip_mesafesini_artir;kavsakta_dikkat
8,hafta_ici,15.1,yok,1286,10,90,26.5,5,sehir_ici,buzlu,yetersiz,0,0.6252,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;takip_mesafesini_artir"
23,hafta_ici,14.4,siddetli,298,7,120,65.0,3,otoyol,kuru,yeterli,0,0.9382,1,hizini_azalt;sis_farlarini_ac;farlari_ac
2,hafta_ici,11.2,yok,1023,2,70,39.0,3,sehir_ici,kuru,yeterli,0,0.151,0,farlari_ac
16,hafta_sonu,8.4,yok,1303,2,50,32.3,4,sehir_ici,kuru,yeterli,0,0.0668,0,normal_surec
2,hafta_ici,11.1,yok,1003,2,50,52.8,7,kirsal,karlı,yeterli,0,0.4032,0,farlari_ac;hizini_dusur;takip_mesafesini_artir
15,hafta_ici,17.2,yok,612,4,70,50.9,5,kirsal,islak,yeterli,0,0.6584,1,takip_mesafesini_artir
3,hafta_ici,6.6,yok,547,1,90,59.9,1,sehir_ici,kuru,yeterli,0,0.4348,0,farlari_ac
17,hafta_ici,-1.7,yok,1383,2,50,31.8,5,sehir_ici,kuru,yeterli,1,0.0826,0,normal_surec
16,hafta_ici,16.6,yok,326,3,70,51.3,5,sehir_ici,islak,yeterli,0,0.8276,1,takip_mesafesini_artir
6,hafta_ici,6.3,yok,939,7,110,50.1,6,sehir_ici,kuru,yeterli,0,0.3322,1,normal_surec
23,hafta_ici,-17.4,yok,1894,10,90,31.3,7,sehir_ici,kuru,yeterli,0,0.0235,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
22,hafta_ici,20.5,yok,1137,1,50,37.6,5,kirsal,kuru,yeterli,0,0.1128,0,farlari_ac
4,hafta_ici,3.9,hafif,562,6,30,14.9,2,otoyol,islak,yetersiz,0,0.9165,1,farlari_ac;takip_mesafesini_artir
11,hafta_ici,21.6,yok,494,3,50,26.4,2,sehir_ici,kuru,yeterli,0,0.5465,1,normal_surec
16,hafta_sonu,21.4,yok,1485,3,120,104.5,4,kirsal,islak,yetersiz,0,0.1527,0,farlari_ac;takip_mesafesini_artir
22,hafta_ici,17.8,siddetli,341,4,110,64.9,1,sehir_ici,kuru,yeterli,0,0.8921,1,hizini_azalt;farlari_ac
12,hafta_sonu,40.0,yok,1205,4,110,88.9,7,otoyol,islak,yeterli,0,0.2145,0,takip_mesafesini_artir
22,hafta_ici,13.6,hafif,599,7,120,59.0,1,otoyol,kuru,yeterli,0,0.7056,0,farlari_ac
2,hafta_ici,12.1,siddetli,292,3,90,60.2,3,sehir_ici,kuru,yeterli,0,0.9119,1,hizini_azalt;sis_farlarini_ac;farlari_ac
8,hafta_sonu,21.8,yok,955,8,70,29.4,10,sehir_ici,kuru,yeterli,0,0.4085,0,"saglam_sabit_hareket,serit_degisiminden_kacin;kavsakta_dikkat"
16,hafta_ici,14.4,hafif,424,8,70,21.5,7,sehir_ici,islak,yetersiz,0,0.9684,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;takip_mesafesini_artir"
16,hafta_ici,26.6,hafif,772,7,110,45.2,6,sehir_ici,karlı,yeterli,0,0.8161,0,takip_mesafesini_artir
19,hafta_ici,2.3,yok,984,2,110,93.1,7,kirsal,kuru,yeterli,1,0.3086,0,farlari_ac
15,hafta_ici,2.5,yok,1156,5,70,35.5,5,sehir_ici,kuru,yeterli,0,0.1485,0,normal_surec
21,hafta_ici,22.7,siddetli,240,6,90,44.2,8,sehir_ici,kuru,yeterli,0,0.9596,1,hizini_azalt;sis_farlarini_ac;farlari_ac;kavsakta_dikkat
12,hafta_ici,3.4,hafif,683,10,120,40.6,6,sehir_ici,kuru,yeterli,0,0.7728,1,"saglam_sabit_hareket,serit_degisiminden_kacin"
18,hafta_ici,21.1,yok,995,4,50,23.3,4,sehir_ici,islak,yeterli,1,0.4062,0,takip_mesafesini_artir
16,hafta_ici,18.7,yok,972,10,110,28.5,1,sehir_ici,kuru,yeterli,0,0.2918,0,"saglam_sabit_hareket,serit_degisiminden_kacin"
3,hafta_ici,8.1,hafif,605,5,50,29.3,2,kirsal,kuru,yeterli,0,0.6742,0,farlari_ac
11,hafta_sonu,18.7,yok,1888,9,90,43.7,6,kirsal,kuru,yetersiz,0,0.0489,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
8,resmi_tatil,2.7,yok,1240,7,70,21.5,4,sehir_ici,kuru,yeterli,0,0.1258,0,normal_surec
18,hafta_ici,5.0,hafif,1065,2,90,80.7,3,kirsal,islak,yeterli,1,0.4688,0,takip_mesafesini_artir
11,hafta_sonu,12.6,yok,997,1,90,56.9,7,sehir_ici,kuru,yeterli,0,0.1911,0,normal_surec
8,hafta_ici,15.8,yok,907,2,70,46.0,7,sehir_ici,kuru,yeterli,0,0.2667,0,normal_surec
6,hafta_ici,12.0,hafif,406,3,110,96.3,2,otoyol,islak,yeterli,0,0.8591,0,takip_mesafesini_artir
13,hafta_ici,19.3,hafif,888,2,90,77.2,8,kirsal,kuru,yeterli,0,0.4688,1,kavsakta_dikkat
19,hafta_sonu,18.9,yok,728,3,110,91.7,1,otoyol,kuru,yeterli,1,0.4457,0,farlari_ac
18,hafta_ici,30.3,yok,1542,10,50,9.5,10,sehir_ici,kuru,yeterli,1,0.1368,0,"saglam_sabit_hareket,serit_degisiminden_kacin;kavsakta_dikkat"
14,hafta_ici,14.0,yok,695,9,110,35.4,7,sehir_ici,kuru,yeterli,0,0.6061,1,"saglam_sabit_hareket,serit_degisiminden_kacin"
15,hafta_ici,26.9,siddetli,316,4,50,30.2,10,otoyol,kuru,yeterli,0,0.9451,1,hizini_azalt;kavsakta_dikkat
20,hafta_sonu,24.2,yok,522,9,70,26.4,1,sehir_ici,kuru,yeterli,0,0.6524,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
4,hafta_sonu,37.9,yok,867,3,50,39.1,3,otoyol,kuru,yeterli,0,0.2641,0,farlari_ac
2,hafta_sonu,13.7,yok,1006,1,70,48.0,3,sehir_ici,kuru,yeterli,0,0.148,0,farlari_ac
11,hafta_ici,10.8,hafif,492,5,110,56.8,10,sehir_ici,kuru,yeterli,0,0.8438,1,kavsakta_dikkat
19,hafta_ici,27.6,yok,949,10,70,9.8,2,sehir_ici,kuru,yetersiz,1,0.6411,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
20,hafta_ici,18.9,yok,950,10,70,23.1,10,kirsal,islak,yeterli,0,0.5937,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;takip_mesafesini_artir;kavsakta_dikkat"
3,hafta_ici,27.8,yok,1242,2,110,72.5,5,sehir_ici,kuru,yeterli,0,0.0874,0,farlari_ac
20,hafta_ici,22.2,hafif,224,4,90,67.6,4,otoyol,islak,yeterli,0,0.936,1,sis_farlarini_ac;farlari_ac;takip_mesafesini_artir
22,hafta_ici,-6.1,yok,831,2,110,82.8,6,sehir_ici,kuru,yeterli,0,0.3111,1,farlari_ac
15,resmi_tatil,18.8,yok,1376,2,70,52.0,2,sehir_ici,kuru,yeterli,0,0.0465,0,normal_surec
6,hafta_sonu,18.1,yok,1168,3,110,91.3,4,kirsal,kuru,yetersiz,0,0.2448,0,farlari_ac
12,hafta_sonu,16.3,hafif,828,5,70,30.8,7,sehir_ici,karlı,yeterli,0,0.7601,1,takip_mesafesini_artir
20,resmi_tatil,13.7,yok,1227,4,120,64.7,1,sehir_ici,kuru,yeterli,0,0.0843,1,farlari_ac
9,hafta_ici,-0.9,yok,674,2,90,62.1,3,sehir_ici,kuru,yeterli,0,0.3868,0,normal_surec
6,hafta_ici,23.7,yok,1198,10,90,25.6,1,sehir_ici,buzlu,yeterli,0,0.413,0,"saglam_sabit_hareket,serit_degisiminden_kacin;takip_mesafesini_artir"
13,resmi_tatil,18.7,siddetli,257,2,50,39.0,2,sehir_ici,islak,yeterli,0,0.9446,1,hizini_azalt;sis_farlarini_ac;takip_mesafesini_artir
4,hafta_ici,26.0,yok,1680,6,70,33.0,9,sehir_ici,kuru,yeterli,0,0.0382,0,farlari_ac;kavsakta_dikkat
2,hafta_sonu,-0.4,siddetli,310,7,50,21.6,10,sehir_ici,buzlu,yeterli,0,0.9889,1,hizini_azalt;farlari_ac;takip_mesafesini_artir;kavsakta_dikkat
22,hafta_ici,20.1,hafif,694,10,70,34.7,5,otoyol,kuru,yeterli,0,0.758,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
10,hafta_ici,12.7,yok,1200,6,70,38.9,4,kirsal,kuru,yeterli,0,0.1348,0,normal_surec
10,hafta_ici,16.4,yok,1140,7,110,54.9,4,sehir_ici,kuru,yeterli,0,0.1753,1,normal_surec
17,hafta_sonu,12.8,yok,1132,1,50,38.8,8,sehir_ici,kuru,yeterli,1,0.2007,0,kavsakta_dikkat
14,hafta_sonu,20.4,yok,920,6,110,67.5,3,sehir_ici,kuru,yeterli,0,0.2843,0,normal_surec
11,hafta_ici,13.4,yok,1160,3,30,14.7,4,sehir_ici,islak,yeterli,0,0.1803,0,takip_mesafesini_artir
8,hafta_sonu,4.5,yok,1284,1,70,57.1,2,sehir_ici,kuru,yeterli,0,0.058,0,normal_surec
9,hafta_ici,15.9,hafif,790,8,110,41.7,6,sehir_ici,kuru,yetersiz,0,0.8216,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
11,hafta_ici,12.9,yok,1281,4,110,60.7,9,sehir_ici,islak,yeterli,0,0.1867,0,takip_mesafesini_artir;kavsakta_dikkat
16,hafta_ici,14.2,hafif,871,10,90,26.7,4,sehir_ici,kuru,yeterli,0,0.6,0,"saglam_sabit_hareket,serit_degisiminden_kacin"
5,hafta_ici,-16.9,yok,1336,8,30,11.8,6,sehir_ici,buzlu,yeterli,0,0.336,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;takip_mesafesini_artir"
6,hafta_ici,21.8,yok,1188,10,90,21.3,4,sehir_ici,karlı,yeterli,0,0.3645,1,"saglam_sabit_hareket,serit_degisiminden_kacin;takip_mesafesini_artir"
13,hafta_sonu,11.9,hafif,394,4,70,52.5,2,kirsal,karlı,yeterli,0,0.9081,1,takip_mesafesini_artir
12,hafta_sonu,1.5,yok,657,4,70,40.7,6,sehir_ici,islak,yeterli,0,0.6321,0,takip_mesafesini_artir
7,hafta_ici,24.2,hafif,555,10,90,23.1,7,sehir_ici,kuru,yeterli,0,0.8503,1,"saglam_sabit_hareket,serit_degisiminden_kacin"
9,hafta_ici,21.4,yok,1014,4,70,41.9,4,sehir_ici,kuru,yeterli,0,0.1974,1,normal_surec
8,hafta_sonu,11.7,yok,1419,6,50,21.9,7,sehir_ici,kuru,yeterli,0,0.0798,0,normal_surec
17,hafta_sonu,3.5,hafif,99,9,120,55.5,8,kirsal,kuru,yeterli,1,0.9782,1,"hizini_azalt;sis_farlarini_ac;saglam_sabit_hareket,serit_degisiminden_kacin;kavsakta_dikkat"
1,hafta_sonu,16.8,yok,690,5,110,58.2,3,sehir_ici,kuru,yeterli,0,0.4437,0,farlari_ac
4,hafta_ici,16.2,yok,941,10,50,21.3,2,otoyol,kuru,yeterli,0,0.3373,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
4,hafta_ici,24.2,siddetli,175,8,90,38.9,5,kirsal,karlı,yeterli,0,0.9863,1,"hizini_azalt;sis_farlarini_ac;saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;takip_mesafesini_artir"
5,hafta_ici,10.6,yok,760,8,50,24.2,2,sehir_ici,islak,yeterli,0,0.5744,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;takip_mesafesini_artir"
18,hafta_ici,26.9,hafif,510,4,110,57.3,10,sehir_ici,kuru,yeterli,1,0.8767,1,kavsakta_dikkat
7,hafta_ici,9.6,hafif,429,10,90,33.3,5,kirsal,kuru,yeterli,0,0.8872,1,"saglam_sabit_hareket,serit_degisiminden_kacin"
15,hafta_sonu,1.5,hafif,460,9,50,13.1,10,sehir_ici,kuru,yeterli,0,0.8987,1,"saglam_sabit_hareket,serit_degisiminden_kacin;kavsakta_dikkat"
12,hafta_ici,3.7,yok,1408,9,30,10.2,6,sehir_ici,islak,yeterli,0,0.1623,0,"saglam_sabit_hareket,serit_degisiminden_kacin;takip_mesafesini_artir"
0,hafta_ici,14.4,yok,1184,5,30,14.8,8,sehir_ici,kuru,yeterli,0,0.1632,0,farlari_ac;kavsakta_dikkat
21,hafta_ici,14.3,hafif,737,6,90,45.3,6,sehir_ici,kuru,yeterli,0,0.6535,1,farlari_ac
19,hafta_ici,18.3,yok,989,5,110,56.7,4,sehir_ici,kuru,yeterli,1,0.315,0,farlari_ac
